Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
response to axon injury (GO:0048678)	1/39	0.18491921917250712	0.36817499709308765	0.5402035142411857	-0.5397696866659184	APOD
regulation of focal adhesion assembly (GO:0051893)	1/36	0.17230708393396965	0.3637898369861871	0.5343533669807559	-0.5403268760210106	APOD
positive regulation of interleukin-6 production (GO:0032755)	1/51	0.23349979485550815	0.3965316209310931	0.5867154774236297	-0.542711517946784	IL33
bone morphogenesis (GO:0060349)	1/27	0.1333044185184788	0.35619369777170995	0.5257792759110123	-0.5427517470525847	FGFR2
mesenchyme development (GO:0060485)	1/55	0.24904976989214267	0.40731292415857817	0.6043500025930489	-0.5428111773184562	FGFR2
regulation of cardiac muscle tissue development (GO:0055024)	1/48	0.22162930576924497	0.38726805008099646	0.5730893928496267	-0.5436544842526211	FGFR2
embryonic pattern specification (GO:0009880)	1/58	0.26050767020641086	0.4183242878284324	0.6239947547881303	-0.5438103923669134	FGFR2
cellular response to drug (GO:0035690)	1/49	0.22560614372207366	0.3906192423245291	0.5796093324387188	-0.5448455228829909	QDPR
regulation of lipoprotein lipase activity (GO:0051004)	1/33	0.1595025091652326	0.3627043359099809	0.5392095262249713	-0.5468486576069214	FKBP1A
positive regulation of production of molecular mediator of immune response (GO:0002702)	1/52	0.23741680675243093	0.39756352554314306	0.5932680807815834	-0.5472308010258146	IL33
inner ear morphogenesis (GO:0042472)	1/60	0.26805029803001085	0.42784951416328654	0.6454588758324242	-0.5479840953576461	FGFR2
cAMP metabolic process (GO:0046058)	1/35	0.16806041659929216	0.3637898369861871	0.5421166824419293	-0.5481769771898362	CACNB4
negative regulation of stress-activated MAPK cascade (GO:0032873)	1/36	0.17230708393396965	0.3637898369861871	0.5422603966987367	-0.5483222980209917	DUSP3
regulation of response to nutrient levels (GO:0032107)	1/49	0.22560614372207366	0.3906192423245291	0.5833996704009214	-0.5484085239482609	NRBP2
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	1/38	0.18073637931024317	0.3675618862542158	0.5481577834004396	-0.5486311596001755	LDLRAD4
lipid oxidation (GO:0034440)	1/65	0.2865764960549569	0.43996946446356383	0.6684267376519759	-0.5488117418168416	ADIPOR2
catechol-containing compound metabolic process (GO:0009712)	1/43	0.20144097350294826	0.3747503894008309	0.5592153006410153	-0.5488670790487173	GPR37
columnar/cuboidal epithelial cell differentiation (GO:0002065)	1/51	0.23349979485550815	0.3965316209310931	0.5936357780976312	-0.5491127925474261	FGFR2
regulation of mesenchymal cell proliferation (GO:0010464)	1/43	0.20144097350294826	0.3747503894008309	0.5595193512759592	-0.54916550325795	FGFR2
bone mineralization (GO:0030282)	1/39	0.18491921917250712	0.36817499709308765	0.549645915409708	-0.5492045048145312	FGFR2
peptidyl-threonine modification (GO:0018210)	1/48	0.22162930576924497	0.38726805008099646	0.5793529194988026	-0.5495963048351454	WNK1
protein-lipid complex subunit organization (GO:0071825)	1/33	0.1595025091652326	0.3627043359099809	0.5422454821527837	-0.5499276247670551	ABCG1
fluid transport (GO:0042044)	1/46	0.21361510460883165	0.3838712569966555	0.5743817050022287	-0.5499406438967025	PRKACB
ribonucleoside triphosphate biosynthetic process (GO:0009201)	1/58	0.26050767020641086	0.4183242878284324	0.6314952261514031	-0.5503470407020153	ALDOA
thymus development (GO:0048538)	1/41	0.19322180888955634	0.3713437947978739	0.5563376207882802	-0.551123054279319	CACNB4
anion homeostasis (GO:0055081)	1/38	0.18073637931024317	0.3675618862542158	0.5516640993590785	-0.5521405035310037	ABCG1
midbrain development (GO:0030901)	1/32	0.1551910541136305	0.3590482924440789	0.5392962138461492	-0.5524002382894901	FGFR2
neuron death (GO:0070997)	1/47	0.21763232626498297	0.38492398152280227	0.5786180821353861	-0.5524121305768382	BCL2L1
catecholamine metabolic process (GO:0006584)	1/43	0.20144097350294826	0.3747503894008309	0.5630276773551051	-0.5526089081240256	GPR37
long term synaptic depression (GO:0060292)	1/14	0.07374751732169718	0.3267591077106402	0.4940858473110184	-0.5526508572646935	SLC24A2
ephrin receptor signaling pathway (GO:0048013)	1/34	0.16379226074305073	0.3637898369861871	0.5469370105837786	-0.5530511915341717	EFNB3
modulation by virus of host morphology or physiology (GO:0019048)	1/21	0.10630126912262297	0.34135867491369254	0.5147252586778674	-0.5532377858901765	BCL2L1
regulation of dendrite morphogenesis (GO:0048814)	1/56	0.2528883923241642	0.41156346201775745	0.6233627467245784	-0.5534164905405481	PTPRD
actomyosin structure organization (GO:0031032)	1/57	0.2567076603474454	0.41523480260829176	0.6312322967615823	-0.5547970908177775	CDC42BPA
fatty acid oxidation (GO:0019395)	1/64	0.2829086380387722	0.43788190130010424	0.6719668938696167	-0.554914317418589	ADIPOR2
neuron-neuron synaptic transmission (GO:0007270)	1/58	0.26050767020641086	0.4183242878284324	0.6373223170845487	-0.555425340771681	CACNB4
regulation of alcohol biosynthetic process (GO:1902930)	1/41	0.19322180888955634	0.3713437947978739	0.5613596331270382	-0.5560979951701454	ABCG1
regulation of release of cytochrome c from mitochondria (GO:0090199)	1/41	0.19322180888955634	0.3713437947978739	0.5615880006798624	-0.5563242222281546	BCL2L1
negative regulation of synaptic transmission (GO:0050805)	1/47	0.21763232626498297	0.38492398152280227	0.583723548023285	-0.5572863669268555	SLC24A2
negative regulation of protein polymerization (GO:0032272)	1/50	0.2295629402123057	0.3939279321542691	0.5984310997786071	-0.5574908123165614	GSN
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	1/25	0.12439400915192252	0.34777482955611977	0.5281825871739498	-0.557866475053434	BCL2L1
water transport (GO:0006833)	1/41	0.19322180888955634	0.3713437947978739	0.5636791486200128	-0.5583957697860793	PRKACB
cell-substrate junction assembly (GO:0007044)	1/41	0.19322180888955634	0.3713437947978739	0.5641054085487364	-0.5588180343697725	DST
single-organism membrane fusion (GO:0044801)	1/62	0.27551703627818197	0.4324900995005031	0.6674234640188843	-0.5594315738625508	GNAI1
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	1/55	0.24904976989214267	0.40731292415857817	0.6243915026495717	-0.5608119222414845	FKBP1A
negative regulation of transporter activity (GO:0032410)	1/43	0.20144097350294826	0.3747503894008309	0.5716504797453282	-0.5610721464433474	FKBP1A
positive regulation of transporter activity (GO:0032411)	1/52	0.23741680675243093	0.39756352554314306	0.6083364733084873	-0.5611298945044417	SGK1
negative regulation of protein complex disassembly (GO:0043242)	1/56	0.2528883923241642	0.41156346201775745	0.6324598385449873	-0.5614928163329206	GSN
negative regulation of cation channel activity (GO:2001258)	1/18	0.09249020519988453	0.3346784536933151	0.5130568890440931	-0.5615843994285245	FKBP1A
positive regulation of proteasomal protein catabolic process (GO:1901800)	1/58	0.26050767020641086	0.4183242878284324	0.6452675175533873	-0.5623495697836058	IL33
negative regulation of JNK cascade (GO:0046329)	1/32	0.1551910541136305	0.3590482924440789	0.5491164706524297	-0.562459111429291	DUSP3
cardiac septum morphogenesis (GO:0060411)	1/43	0.20144097350294826	0.3747503894008309	0.5734994504742013	-0.5628869021591509	FGFR2
positive regulation of protein binding (GO:0032092)	1/53	0.24131407454321346	0.4010827171381571	0.6161601214397271	-0.5629162439710376	FKBP1A
regulation of response to extracellular stimulus (GO:0032104)	1/49	0.22560614372207366	0.3906192423245291	0.5988730853216663	-0.5629538743618	NRBP2
negative regulation of response to DNA damage stimulus (GO:2001021)	1/42	0.19734176747650917	0.3733188991578407	0.5715696182887234	-0.5631802720854996	BCL2L1
receptor internalization (GO:0031623)	1/43	0.20144097350294826	0.3747503894008309	0.574595077188729	-0.5639622544140719	RAB31
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	1/32	0.1551910541136305	0.3590482924440789	0.5507155522061458	-0.5640970480745667	PTPRD
negative regulation of nucleoside metabolic process (GO:0045978)	1/35	0.16806041659929216	0.3637898369861871	0.5579361510654947	-0.5641732908464343	PLXNB3
ovarian follicle development (GO:0001541)	1/41	0.19322180888955634	0.3713437947978739	0.5698681451314046	-0.5645267566775453	BCL2L1
regulation of phosphoprotein phosphatase activity (GO:0043666)	1/32	0.1551910541136305	0.3590482924440789	0.5512588097774411	-0.5646535059248748	FKBP1A
trabecula formation (GO:0060343)	1/24	0.1199049834249741	0.3458965017955808	0.5319156949169225	-0.5646900402632182	FKBP1A
regulation of lipid storage (GO:0010883)	1/38	0.18073637931024317	0.3675618862542158	0.5643157349312521	-0.5648030647587988	ABCG1
cilium morphogenesis (GO:0060271)	1/50	0.2295629402123057	0.3939279321542691	0.6066728953060698	-0.5651687643569083	GSN
negative regulation of mitosis (GO:0045839)	1/44	0.20551953006151996	0.3780193018306074	0.5809746400004727	-0.5651779521008605	FGFR2
regulation of Rho protein signal transduction (GO:0035023)	1/31	0.15085778731679475	0.3590482924440789	0.5518907311273074	-0.5653007819399553	LPAR1
synaptic vesicle transport (GO:0048489)	1/57	0.2567076603474454	0.41523480260829176	0.6435466896695892	-0.5656203477955961	FGFR2
branching involved in mammary gland duct morphogenesis (GO:0060444)	1/24	0.1199049834249741	0.3458965017955808	0.5329282807926866	-0.5657650173026615	SLC12A2
regulation of actin filament depolymerization (GO:0030834)	1/39	0.18491921917250712	0.36817499709308765	0.566973263033461	-0.566517937161898	GSN
negative regulation of actin filament depolymerization (GO:0030835)	1/30	0.14650259997398557	0.3590482924440789	0.5535189061457569	-0.5669685189740319	GSN
regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	1/32	0.1551910541136305	0.3590482924440789	0.5536570342452437	-0.5671100033625961	BCL2L1
regulation of microtubule polymerization or depolymerization (GO:0031110)	1/52	0.23741680675243093	0.39756352554314306	0.6148895655981119	-0.5671744704036256	DST
negative regulation of cell-substrate adhesion (GO:0010812)	1/42	0.19734176747650917	0.3733188991578407	0.5770299960856302	-0.5685605039154534	APOD
iron ion transport (GO:0006826)	1/56	0.2528883923241642	0.41156346201775745	0.6406595007303583	-0.5687724112302572	FTH1
establishment of synaptic vesicle localization (GO:0097480)	1/57	0.2567076603474454	0.41523480260829176	0.6474037503940036	-0.5690103613927946	FGFR2
regulation of cell cycle checkpoint (GO:1901976)	1/29	0.14212538272983452	0.35814517697385245	0.5544735006394804	-0.5693427347268553	NDRG1
negative regulation of nucleotide catabolic process (GO:0030812)	1/33	0.1595025091652326	0.3627043359099809	0.561544934653319	-0.5695004979808399	PLXNB3
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	1/44	0.20551953006151996	0.3780193018306074	0.5855531528013057	-0.5696319752376368	LITAF
phosphatidylcholine acyl-chain remodeling (GO:0036151)	1/26	0.12886045016304326	0.3509521867107961	0.5440236878185094	-0.5696500786757336	PLA2G16
regulation of smooth muscle cell differentiation (GO:0051150)	1/17	0.08783990230616054	0.3342446712394877	0.5198547584159329	-0.5696994752563976	FGFR2
negative regulation of nuclear division (GO:0051784)	1/54	0.24519169637201774	0.40449015252427273	0.6300901619853282	-0.5703121773091053	FGFR2
response to interleukin-6 (GO:0070741)	1/22	0.11085872684927389	0.34135867491369254	0.5310689893569973	-0.5708043793721683	GAB1
negative regulation of actin filament polymerization (GO:0030837)	1/40	0.18908099415668508	0.3713437947978739	0.5768535661738492	-0.571446703192908	GSN
cellular response to amino acid stimulus (GO:0071230)	1/45	0.20957753974173834	0.3823062812871271	0.5949697546602223	-0.572083176955463	BCL2L1
catecholamine biosynthetic process (GO:0042423)	1/18	0.09249020519988453	0.3346784536933151	0.5232135466624257	-0.5727017249933748	GPR37
negative regulation of axonogenesis (GO:0050771)	1/48	0.22162930576924497	0.38726805008099646	0.6038913587043173	-0.5728744053847028	MBP
regulation of osteoblast proliferation (GO:0033688)	1/20	0.10172077292645426	0.34135867491369254	0.5342351262674878	-0.574207411464831	FGFR2
actin cytoskeleton reorganization (GO:0031532)	1/41	0.19322180888955634	0.3713437947978739	0.5814828544300832	-0.5760326010139112	CDC42BPA
regulation of epithelial to mesenchymal transition (GO:0010717)	1/52	0.23741680675243093	0.39756352554314306	0.6254286152063039	-0.5768956955056801	LDLRAD4
lens development in camera-type eye (GO:0002088)	1/30	0.14650259997398557	0.3590482924440789	0.5634126356866102	-0.5771026501168444	CRYAB
regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	1/25	0.12439400915192252	0.34777482955611977	0.5473163837058256	-0.5780755919096695	FKBP1A
cellular component disassembly involved in execution phase of apoptosis (GO:0006921)	1/53	0.24131407454321346	0.4010827171381571	0.6329439768827829	-0.5782497661134343	GSN
regulation of lamellipodium assembly (GO:0010591)	1/22	0.11085872684927389	0.34135867491369254	0.5380896693898538	-0.5783503573698241	PLXNB3
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	1/52	0.23741680675243093	0.39756352554314306	0.6282898125643634	-0.5795348655080189	IL33
regulation of glucose import (GO:0046324)	1/51	0.23349979485550815	0.3965316209310931	0.6276974051779723	-0.5806197802575218	ADIPOR2
branching involved in prostate gland morphogenesis (GO:0060442)	1/13	0.06900250460533063	0.3267591077106402	0.5192351047782191	-0.5807811078566922	FGFR2
actin filament capping (GO:0051693)	1/25	0.12439400915192252	0.34777482955611977	0.5507182817087058	-0.581668676750865	GSN
unsaturated fatty acid biosynthetic process (GO:0006636)	1/51	0.23349979485550815	0.3965316209310931	0.6296942920948811	-0.5824668996391384	PTGDS
alditol phosphate metabolic process (GO:0052646)	1/35	0.16806041659929216	0.3637898369861871	0.5765397020976628	-0.5829848100269074	PLA2G16
neural precursor cell proliferation (GO:0061351)	1/47	0.21763232626498297	0.38492398152280227	0.6116750904931832	-0.5839719676805019	HHIP
high-density lipoprotein particle remodeling (GO:0034375)	1/14	0.07374751732169718	0.3267591077106402	0.5223138936430718	-0.5842248318871577	ABCG1
plasma lipoprotein particle remodeling (GO:0034369)	1/23	0.11539326037574439	0.34135867491369254	0.5443776291151868	-0.5851087918114238	ABCG1
androgen metabolic process (GO:0008209)	1/32	0.1551910541136305	0.3590482924440789	0.5714340688660149	-0.5853189911293746	PLEKHA1
purine nucleoside triphosphate biosynthetic process (GO:0009145)	1/53	0.24131407454321346	0.4010827171381571	0.6420372518711216	-0.5865572693479357	ALDOA
cytoplasmic microtubule organization (GO:0031122)	1/25	0.12439400915192252	0.34777482955611977	0.5575425621774635	-0.5888764821241004	DST
negative regulation of reactive oxygen species metabolic process (GO:2000378)	1/21	0.10630126912262297	0.34135867491369254	0.5480760166418085	-0.5890838983213466	CRYAB
aromatic amino acid family metabolic process (GO:0009072)	1/28	0.13772602571808826	0.3579259533338967	0.5733935387185757	-0.5891212350904842	QDPR
axon cargo transport (GO:0008088)	1/40	0.18908099415668508	0.3713437947978739	0.5947039420645943	-0.589129767061575	DST
cellular modified amino acid biosynthetic process (GO:0042398)	1/50	0.2295629402123057	0.3939279321542691	0.6325567922323818	-0.589281874000953	GATM
regulated secretory pathway (GO:0045055)	1/36	0.17230708393396965	0.3637898369861871	0.5839463819516202	-0.5904742887772503	RAB31
negative regulation of response to nutrient levels (GO:0032108)	1/20	0.10172077292645426	0.34135867491369254	0.5495712976416044	-0.5906910585212085	NRBP2
regulation of protein localization to plasma membrane (GO:1903076)	1/48	0.22162930576924497	0.38726805008099646	0.623609727957823	-0.5915800035000568	BCL2L1
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	1/9	0.04978152532556987	0.3267591077106402	0.5290632828210552	-0.591774240022456	FKBP1A
arachidonic acid metabolic process (GO:0019369)	1/55	0.24904976989214267	0.40731292415857817	0.6618271364627205	-0.5944356177434122	PTGDS
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	1/52	0.23741680675243093	0.39756352554314306	0.6446455667653774	-0.5946214220964179	ALDOA
oligodendrocyte development (GO:0014003)	1/22	0.11085872684927389	0.34135867491369254	0.5546738779364294	-0.596175421639286	GSN
regulation of establishment of protein localization to plasma membrane (GO:0090003)	1/43	0.20144097350294826	0.3747503894008309	0.6082555348789498	-0.5969998287985654	BCL2L1
negative regulation of purine nucleotide catabolic process (GO:0033122)	1/32	0.1551910541136305	0.3590482924440789	0.5829581772614433	-0.5971231166920373	PLXNB3
fatty acid derivative biosynthetic process (GO:1901570)	1/42	0.19734176747650917	0.3733188991578407	0.6063654702808231	-0.5974653998552869	PTGDS
membrane assembly (GO:0071709)	1/19	0.09711712341807215	0.3410902308025874	0.55564112907738	-0.5976521714963287	PTPRD
branching involved in salivary gland morphogenesis (GO:0060445)	1/12	0.06423351876761867	0.3267591077106402	0.5349853746775944	-0.5983982895861677	FGFR2
lung lobe morphogenesis (GO:0060463)	1/8	0.04491544685202842	0.3267591077106402	0.5355454808776495	-0.5990247863241421	FGFR2
muscle fiber development (GO:0048747)	1/40	0.18908099415668508	0.3713437947978739	0.6050749562941079	-0.5994035735139324	CACNB4
detection of mechanical stimulus (GO:0050982)	1/39	0.18491921917250712	0.36817499709308765	0.6016523829953376	-0.6011692069559604	SLC12A2
protein autoubiquitination (GO:0051865)	1/41	0.19322180888955634	0.3713437947978739	0.6077436885986494	-0.6020472917234772	RNF13
alcohol catabolic process (GO:0046164)	1/51	0.23349979485550815	0.3965316209310931	0.6510171242313917	-0.6021905085109299	ENPP2
inactivation of MAPK activity (GO:0000188)	1/31	0.15085778731679475	0.3590482924440789	0.5889174071294564	-0.6032271461930703	DUSP3
intermediate filament cytoskeleton organization (GO:0045104)	1/37	0.17653236944920572	0.3675618862542158	0.6035667917965694	-0.6040880179158357	DST
regulation of interleukin-13 production (GO:0032656)	1/12	0.06423351876761867	0.3267591077106402	0.5401439752064181	-0.6041683496274664	IL33
prostaglandin metabolic process (GO:0006693)	1/23	0.11539326037574439	0.34135867491369254	0.562280033058256	-0.6043506808631006	PTGDS
presynaptic membrane organization (GO:0097090)	1/11	0.059440440383465104	0.3267591077106402	0.5408268532280838	-0.6049321705831457	PTPRD
actin filament polymerization (GO:0030041)	1/25	0.12439400915192252	0.34777482955611977	0.5730082973308286	-0.6052113923684556	GSN
embryo implantation (GO:0007566)	1/39	0.18491921917250712	0.36817499709308765	0.6060149229619018	-0.6055282434463609	VMP1
negative regulation of protein depolymerization (GO:1901880)	1/52	0.23741680675243093	0.39756352554314306	0.656731363008266	-0.605769367137246	GSN
negative regulation of macrophage derived foam cell differentiation (GO:0010745)	1/13	0.06900250460533063	0.3267591077106402	0.5417852925400748	-0.6060042156746834	ABCG1
regulation of interleukin-4 production (GO:0032673)	1/21	0.10630126912262297	0.34135867491369254	0.563930818991492	-0.6061249811121849	IL33
peptidyl-proline modification (GO:0018208)	1/55	0.24904976989214267	0.40731292415857817	0.6749830666126471	-0.6062519260130586	FKBP1A
icosanoid biosynthetic process (GO:0046456)	1/42	0.19734176747650917	0.3733188991578407	0.61552255680909	-0.6064880811131538	PTGDS
ATP biosynthetic process (GO:0006754)	1/39	0.18491921917250712	0.36817499709308765	0.6070967792447584	-0.6066092309101971	ALDOA
regulation of meiotic cell cycle (GO:0051445)	1/38	0.18073637931024317	0.3675618862542158	0.6063280366411758	-0.6068516473066999	PRKACB
organelle fusion (GO:0048284)	1/49	0.22560614372207366	0.3906192423245291	0.6461075324180665	-0.6073552937075594	GNAI1
phosphatidylinositol 3-kinase signaling (GO:0014065)	1/23	0.11539326037574439	0.34135867491369254	0.5656354956495508	-0.6079572042721394	PLEKHA1
sterol transport (GO:0015918)	1/42	0.19734176747650917	0.3733188991578407	0.6175944543917097	-0.6085295679364153	ABCG1
intermediate filament-based process (GO:0045103)	1/38	0.18073637931024317	0.3675618862542158	0.6083363414396525	-0.6088616864300777	DST
protein homotetramerization (GO:0051289)	1/54	0.24519169637201774	0.40449015252427273	0.6742536909071837	-0.6102858189506701	ALDOA
synaptic transmission, glutamatergic (GO:0035249)	1/36	0.17230708393396965	0.3637898369861871	0.607944604895313	-0.6147407866314469	CACNB4
glandular epithelial cell differentiation (GO:0002067)	1/20	0.10172077292645426	0.34135867491369254	0.5721199355745658	-0.6149268198609836	FGFR2
phosphatidylserine metabolic process (GO:0006658)	1/27	0.1333044185184788	0.35619369777170995	0.5961833781448735	-0.6154285360357327	PLA2G16
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	1/28	0.13772602571808826	0.3579259533338967	0.6008465664714715	-0.617327276011181	MBNL2
negative regulation of GTPase activity (GO:0034260)	1/23	0.11539326037574439	0.34135867491369254	0.5751972463183206	-0.6182343796779314	PLXNB3
lipoprotein metabolic process (GO:0042157)	1/44	0.20551953006151996	0.3780193018306074	0.6369849752669171	-0.6196653675624818	ABCG1
protein peptidyl-prolyl isomerization (GO:0000413)	1/41	0.19322180888955634	0.3713437947978739	0.6262570743394481	-0.6203871510342015	FKBP1A
cholesterol transport (GO:0030301)	1/42	0.19734176747650917	0.3733188991578407	0.6337553880573007	-0.6244532957339024	ABCG1
negative regulation of NF-kappaB import into nucleus (GO:0042347)	1/14	0.07374751732169718	0.3267591077106402	0.5585889524245115	-0.6247996478670015	LITAF
negative regulation of anoikis (GO:2000811)	1/16	0.08316609819743703	0.3267591077106402	0.5591841177802728	-0.6254653593943925	BCL2L1
cholesterol efflux (GO:0033344)	1/23	0.11539326037574439	0.34135867491369254	0.5831616617466095	-0.6267947047895726	ABCG1
bone development (GO:0060348)	1/40	0.18908099415668508	0.3713437947978739	0.6330021147135517	-0.6270689699752722	FGFR2
positive regulation of toll-like receptor signaling pathway (GO:0034123)	1/14	0.07374751732169718	0.3267591077106402	0.5611184842300208	-0.6276290102711285	MOG
epithelial tube branching involved in lung morphogenesis (GO:0060441)	1/20	0.10172077292645426	0.34135867491369254	0.584462457019118	-0.6281928275440446	HHIP
detection of mechanical stimulus involved in sensory perception (GO:0050974)	1/25	0.12439400915192252	0.34777482955611977	0.5960987664256032	-0.6295995469839917	SLC12A2
regulation of circadian sleep/wake cycle (GO:0042749)	1/16	0.08316609819743703	0.3267591077106402	0.5630505715668703	-0.6297901118870346	PTGDS
'de novo' posttranslational protein folding (GO:0051084)	1/49	0.22560614372207366	0.3906192423245291	0.669976735395099	-0.6297928695866478	TUBB4A
hyperosmotic response (GO:0006972)	1/22	0.11085872684927389	0.34135867491369254	0.586233419800457	-0.6300962964559035	SLC12A2
estrogen metabolic process (GO:0008210)	1/21	0.10630126912262297	0.34135867491369254	0.5865476749690768	-0.6304340646745029	PLEKHA1
sperm capacitation (GO:0048240)	1/13	0.06900250460533063	0.3267591077106402	0.565107107917109	-0.6320904137134092	SEPT4
actin polymerization or depolymerization (GO:0008154)	1/41	0.19322180888955634	0.3713437947978739	0.6383330467788756	-0.6323499350802996	GSN
catechol-containing compound biosynthetic process (GO:0009713)	1/18	0.09249020519988453	0.3346784536933151	0.5777509581728714	-0.6323975601794953	GPR37
aspartate family amino acid metabolic process (GO:0009066)	1/42	0.19734176747650917	0.3733188991578407	0.6420032064042783	-0.632580054805999	ASPA
regulation of T cell receptor signaling pathway (GO:0050856)	1/25	0.12439400915192252	0.34777482955611977	0.5989243232307336	-0.6325839002232291	DUSP3
regulation of activin receptor signaling pathway (GO:0032925)	1/23	0.11539326037574439	0.34135867491369254	0.5889239100396337	-0.6329880932694203	FKBP1A
chaperone-mediated protein folding (GO:0061077)	1/47	0.21763232626498297	0.38492398152280227	0.6632382221132792	-0.633199774893769	FKBP1A
negative regulation of calcium ion transmembrane transporter activity (GO:1901020)	1/18	0.09249020519988453	0.3346784536933151	0.5791120142124414	-0.6338873517696533	FKBP1A
peptidyl-glutamic acid modification (GO:0018200)	1/25	0.12439400915192252	0.34777482955611977	0.6005602338420191	-0.6343117490928848	TTLL7
asymmetric protein localization (GO:0008105)	1/18	0.09249020519988453	0.3346784536933151	0.5806649589967399	-0.6355871819106359	MAL
regulation of membrane lipid distribution (GO:0097035)	1/30	0.14650259997398557	0.3590482924440789	0.62110430892053	-0.636196137561257	ATP8A1
regulation of mRNA splicing, via spliceosome (GO:0048024)	1/44	0.20551953006151996	0.3780193018306074	0.6541961309634546	-0.636408552307775	MBNL2
mesodermal cell differentiation (GO:0048333)	1/14	0.07374751732169718	0.3267591077106402	0.570184874340822	-0.6377700582171474	FGFR2
respiratory gaseous exchange (GO:0007585)	1/46	0.21361510460883165	0.3838712569966555	0.6673574793717737	-0.6389601178428368	BPGM
nucleus localization (GO:0051647)	1/21	0.10630126912262297	0.34135867491369254	0.5979394187655301	-0.64267815607885	CDC42BPA
pteridine-containing compound metabolic process (GO:0042558)	1/32	0.1551910541136305	0.3590482924440789	0.6291109255158124	-0.6443973019706707	QDPR
cranial suture morphogenesis (GO:0060363)	1/10	0.05462314943786882	0.3267591077106402	0.5762832502935408	-0.6445912871929106	FGFR2
phagosome maturation (GO:0090382)	1/39	0.18491921917250712	0.36817499709308765	0.6465363882060146	-0.6460171666418758	RAB31
negative regulation of epithelial to mesenchymal transition (GO:0010719)	1/22	0.11085872684927389	0.34135867491369254	0.601231233766144	-0.646216269687608	LDLRAD4
labyrinthine layer development (GO:0060711)	1/9	0.04978152532556987	0.3267591077106402	0.5778849743186151	-0.6463828668553848	GAB1
negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	1/18	0.09249020519988453	0.3346784536933151	0.5909717073395568	-0.6468687945383232	DUSP3
cellular response to cadmium ion (GO:0071276)	1/14	0.07374751732169718	0.3267591077106402	0.5800071209603354	-0.6487565558958035	GSN
negative regulation of response to extracellular stimulus (GO:0032105)	1/20	0.10172077292645426	0.34135867491369254	0.6035961761401059	-0.6487581606491848	NRBP2
Golgi to plasma membrane transport (GO:0006893)	1/32	0.1551910541136305	0.3590482924440789	0.6337349319671373	-0.6491336642887876	RAB31
apoptotic process involved in morphogenesis (GO:0060561)	1/17	0.08783990230616054	0.3342446712394877	0.5990500963482902	-0.6564882210212653	CRYAB
intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	1/18	0.09249020519988453	0.3346784536933151	0.600629819403721	-0.6574404195939237	RNF7
carbohydrate derivative transport (GO:1901264)	1/43	0.20144097350294826	0.3747503894008309	0.6773537484532806	-0.6648193870412564	ABCG1
prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis (GO:0060527)	1/8	0.04491544685202842	0.3267591077106402	0.5947923793311987	-0.6652943412989017	FGFR2
low-density lipoprotein particle remodeling (GO:0034374)	1/11	0.059440440383465104	0.3267591077106402	0.5964375101513081	-0.6671344728529507	ABCG1
regulation of cholesterol metabolic process (GO:0090181)	1/20	0.10172077292645426	0.34135867491369254	0.6213658303291385	-0.6678573674081968	ABCG1
positive regulation of interleukin-4 production (GO:0032753)	1/15	0.07846867576687508	0.3267591077106402	0.5972046207115301	-0.6679925106029303	IL33
cellular response to glucagon stimulus (GO:0071377)	1/38	0.18073637931024317	0.3675618862542158	0.6675492828704479	-0.6681257627677164	PRKACB
negative regulation of calcium ion transmembrane transport (GO:1903170)	1/18	0.09249020519988453	0.3346784536933151	0.6111173838390043	-0.6689199508128298	FKBP1A
regulation of hydrogen peroxide-induced cell death (GO:1903205)	1/13	0.06900250460533063	0.3267591077106402	0.5980908494113414	-0.6689837858101616	GPR37
neutral lipid catabolic process (GO:0046461)	1/21	0.10630126912262297	0.34135867491369254	0.6224624856192317	-0.6690360761160895	PRKACB
negative regulation of GTP catabolic process (GO:0033125)	1/23	0.11539326037574439	0.34135867491369254	0.622841615495642	-0.6694435730668489	PLXNB3
positive regulation of sterol transport (GO:0032373)	1/15	0.07846867576687508	0.3267591077106402	0.6027409894777187	-0.6741851165264138	ABCG1
positive regulation of cellular amine metabolic process (GO:0033240)	1/12	0.06423351876761867	0.3267591077106402	0.6061469474617462	-0.6779947897035034	GPR37
prostanoid metabolic process (GO:0006692)	1/23	0.11539326037574439	0.34135867491369254	0.630928776212566	-0.6781358274564263	PTGDS
modulation by virus of host process (GO:0019054)	1/10	0.05462314943786882	0.3267591077106402	0.6071484608074019	-0.6791150144823569	BCL2L1
